,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64
0,317.66902710933937,146.61403567616495,40.72633731480729,179.43291489784826,1036.250809970863,236.20738739361758,206.49952431206904,85.01419521852903,237.4943711949357,139.80116519955277,312.5454830273918,121.68994704884413,223.06176774078065,345.81788981140005,54.951820850474675,165.43317255310114,187.82377073363745,287.8193117389611,193.41617169772653,141.0295058608349,203.97765099068505,142.44189927082775,122.93429834157041,89.12331884074632,95.27631359331352,844.8961805874216,261.13925680548897,556.5822334053169,295.4179707188741,267.9187575603024,166.13885054962148,642.9344805762146,225.45594359236875,227.0358554039489,621.7671906851339,131.27098775926206,167.00075346603174,376.64786491709384,33.931119580111925,30.657931518357945,307.9632919943494,428.0375520206021,60.709902129981536,204.79688708231728,209.35402096656128,451.9060393999251,387.44314379900453,589.8012653448374,160.68107565373222,205.02288765179833,234.2192617016579,17.651449889594197,329.1088401837432,309.3638755827859,112.10562567337627,219.86480222887027,194.42760528839005,134.3528007061671,254.16592240557898,225.09041553318,281.19042011685957,136.50697720459226,210.22044390506244,176.88732273398668
1,261.99683034123586,127.15702019087637,51.450048850134216,95.71064488977018,1036.2745156981507,182.56204076655422,131.13389311725726,50.17325961358241,171.72366839026412,115.1237567483093,230.0050322057686,129.8731816781933,197.69581028057388,252.94970401680558,56.732249017356125,73.68694318430157,171.67939486706615,176.9415669285532,285.80144372982676,96.20984326963942,107.68687092960327,113.76271820965711,98.90875809751185,114.94060350721232,77.82140992534858,887.5917948016098,175.22465182315966,515.2287233678662,226.44730688983677,208.27097325795106,112.16844224712233,707.8007214792112,173.87560927943204,176.14521375602,615.5361521248026,97.48123710225673,148.6049595210225,285.4314258623365,42.31895770797032,48.63717039297057,255.3226721658776,392.8905876520749,59.48930418469424,133.79602502211998,156.61966946634152,573.9358177166711,342.4748642244587,536.6191725397493,146.49640663785,215.02186697187744,125.44745305981083,18.76190199299914,346.0870240323854,237.61204170273265,184.89360577221765,139.07081901629076,128.65955036082593,88.58781860826487,182.54746830951225,178.67868405692354,235.69755916172295,179.2357552854242,146.50875425334257,143.38369619344925
2,286.1743769334064,132.59574358921455,75.95449956913684,111.54184854393687,903.4727431304601,218.33570062157455,176.3793726954402,51.11997070551988,183.10627877240884,123.21727184158136,268.72120129421387,101.21241884571735,223.3385639924656,303.6459444786298,46.61825614442901,100.23609163081565,162.18214359011068,229.17226581995394,165.36418193044176,129.35930908422276,162.84140784853687,142.77924743971607,100.8470830727107,68.04982895729074,87.61393234820895,698.2037049791946,229.44339768546286,539.4292774127454,262.5537645174232,256.4734536987235,150.79249418075673,506.49792311101714,229.7048972297312,224.09423184903335,504.5390449544615,134.82926451958733,134.20163070413923,288.8524362545166,38.94846649635753,33.02489679301823,280.7261499572838,385.11658236904475,63.575946992630165,164.68995955233385,203.95287248524957,314.9911924690541,336.6218128303887,517.0454243546743,135.35913440373608,127.03506723906159,187.4545937077849,20.65023816909109,327.2096301704949,270.6957423836691,86.34469412578306,198.3799839068014,169.9720804010432,124.18776766570785,249.34089677175737,190.3736308769708,183.44558109827747,104.91645637499497,188.92047825321657,121.73401087072739
3,356.3546310952876,171.00426098863724,48.69413096063931,480.16826149760186,1052.7299691748863,263.50739433076325,247.8447033039401,290.6141052963229,170.99006860374396,144.5665572937734,364.94104781130096,88.22841748753486,248.71807626926122,341.85820260197926,46.22492871320253,463.3294731618082,157.6509112360535,331.26992817154405,82.13008228383023,160.8349321112402,272.8787771098036,170.40394622834617,94.71058187800976,56.61017251079221,442.7045513301784,690.7801086718255,308.6365531824513,869.9775115570852,325.6777213402486,298.1630573059467,207.52078404915682,437.7891466702734,255.93866099101032,258.018953236092,559.0421467348252,169.18299563660162,132.2491008950948,388.25187382688705,35.291072012862315,30.763456981629133,324.9216441730057,388.813847632553,84.68859770833843,233.1205840016548,228.42237415594332,131.8428546582769,369.08490026772523,604.9266666891245,118.45037658483211,231.0413032488216,295.19643025898057,25.751787792097137,192.18117350924513,348.9409936728955,68.24976686083568,256.04675479096295,244.52953423947724,179.09824884230278,282.0515145385263,273.85748633179145,526.7804732215766,74.82816812390344,242.41727140061403,156.32032361692984
4,266.7137680590527,128.00552065868865,67.3961099059709,121.04117547762411,817.5891436828034,250.49532972556202,188.99303597385833,63.82916840961743,244.04124867762766,128.6444259640042,264.16791205335943,138.17077231855498,219.96144818574606,312.5355355667322,70.81003404970824,103.68961527013364,194.9785620763425,260.1769185287279,280.82969905928996,111.73645282353228,223.086144940425,126.9083198465648,120.26888864480425,135.04810672284663,71.4190570761131,745.4943949613644,259.0119683229719,345.8646445848454,229.81362557657272,234.58238770796137,181.7338681010266,627.6613886633567,208.49019639894644,207.53991598114828,524.1718734670626,117.32082607346577,179.47201241616398,329.6511202303197,41.587865141434236,33.01813456941129,236.4284366397887,362.8064836463795,66.73225177464332,206.48137156743195,171.28305641490192,559.5621408855659,332.88079013668414,485.36499530885254,144.83663785415288,259.48236653284863,302.3219171782131,31.10198182853719,265.553407589942,308.7130175700943,215.14273915600216,217.8682383453751,196.50695406192432,190.62457104664918,198.7375378072589,220.5994090454888,275.91562964200847,197.55532943103935,250.11646593780208,180.92210563307003
5,355.6113502524044,176.50697505459547,135.95506625668696,313.28607094318903,1435.8542764989697,212.56962501238866,188.22639668647454,283.7598822429065,232.53507765449285,156.51290161567607,327.5564865880608,107.20882813918772,224.8171931504911,305.84795372229905,47.29773870600421,296.2152631124382,182.7386446823789,251.14398749740892,135.10999320989856,145.43531931723123,184.2804166904983,131.62191698517435,121.08866376847897,87.81493424224571,376.22942972645603,989.3442406374581,232.4710199176675,1095.7320969457528,269.91486501851745,237.89315245791073,154.57694973214936,643.041860616074,200.06677969228252,206.86379578706237,741.2315337239812,138.24262702701068,148.2993150057926,370.12204531881025,41.230287465655685,32.22298580793304,304.34815390882153,469.05808919587446,104.1362969736984,181.68427136507722,175.17495018248263,418.3091132297199,438.4270384512363,722.2559456715778,142.76139392529663,128.4671386980154,210.02938607100447,33.581279832690015,385.84757455696865,319.0667456758419,140.35269216567363,201.9080896063971,183.49978707124188,173.35682284682895,216.90731495343846,263.7012894192071,341.8811163481256,98.80299471072243,189.15078040824537,169.2583972830029
6,249.6622145006691,114.76560590795857,57.31427949238866,180.7811477308474,819.3419814197993,190.666104830555,153.610684180105,163.900053009233,154.64146832110907,109.87030913775101,241.6136808676499,148.13070212947545,187.08643838400906,242.51115702743704,68.50933078615503,162.8789379784454,137.19789308279533,209.11528767535614,424.261119626379,92.12456646730381,162.13166803338706,108.36260502437798,82.88371820915242,160.18559192540255,249.6761129338584,720.0978428692538,200.93170989628283,412.0921664723024,216.5267444391141,222.13401960295732,119.90858112539676,604.5458497462365,152.38623682085276,158.1276753028726,513.5953598245812,96.3473296919635,127.48788585467724,294.32484136110156,32.3250213787161,38.94914227839934,220.4115191505938,317.3715274368317,70.367095050079,159.40802688184195,138.30409430860226,657.7577884862844,301.0629616707616,468.1871570720585,104.60262581770259,266.70438548267737,199.4342407385529,18.28380356454286,232.38055245614407,254.99090729674433,250.5702824714559,149.8056604990364,152.99383228091133,140.67573202993952,169.93974079942228,191.28962936099904,323.29979201082006,241.7377349989071,175.66669300333356,145.67960698691783
7,212.97572090931646,98.67394785449996,4.973285965779994,109.7516861726739,1017.0222027234885,124.69056415543628,92.84002550147167,50.583090618619075,156.40379857142398,93.5924724150158,170.7753055141069,108.8688282417058,157.871904840091,197.63504535157873,47.31935313468362,87.94044493609991,100.89722550952459,113.23302744413657,250.86451141103555,64.13003594330888,57.497408577241174,76.90786777239528,85.20326684635799,107.46327743226966,69.9173215394929,925.4929097878689,116.9171229569072,465.78280086784946,164.76330842631296,138.88053563732592,50.42538559381807,741.3585029782689,116.34956909034885,115.39615118776484,600.9840206013776,57.216995907092056,84.61662176588403,235.22832837964776,34.58382919483636,16.220413621044397,183.3691405529262,349.57525393097626,32.3949641925766,86.07195754972936,102.78686991886185,579.2571066198263,320.4435491475861,502.29101218921795,74.0764108595493,246.16240237303535,77.48661291758299,20.62258038368107,244.25611280543464,191.51349285837045,157.46801533930463,80.12898172945364,81.92258673426234,55.95923537656259,121.94913867496743,149.00791647610862,284.5738533549771,154.03235973808557,86.90491532343154,59.35076420739344
8,380.92085276985443,180.7985454448483,149.1106448827719,337.21286707946587,967.4858929627404,307.0123197583118,261.7268960524417,199.8178592964508,218.16654453822545,166.8408612023674,382.9184876905897,121.72855202510479,279.09061661129175,378.917998322436,69.91480398140828,319.46199582858696,224.56169696017187,379.04999654709377,82.70599511255968,185.78796407671982,298.90673508175865,200.34892606272058,127.85842886844269,69.68485303460777,318.95246966789443,645.4075503744641,354.02252344910465,760.5969652668441,365.8131751395082,370.1415312039334,236.66983740276828,422.52869923820435,301.97803969438354,303.9747992977347,549.4054599302058,201.96401721558343,168.60736447823558,423.41135553312876,53.44550894225253,38.80694337940906,369.0396762047518,414.8156491479693,103.25221638379888,246.9422574133491,269.3263182510316,226.24359210520805,373.7203850528959,593.8665958984618,158.03928297574421,198.8608767463535,308.26897934141726,31.453113846128115,329.326410848647,380.32408487248546,74.20008670379876,287.67509692394896,274.4759266541353,168.3937742150729,326.0467614211824,244.21442174013978,381.2576756524824,103.12476952198884,275.16744538946153,209.50903171497075
9,322.08086193137166,142.18914414460357,9.418672559636363,121.15935269332662,1193.4805869326299,198.42319904858175,157.47608464254978,41.442689630457835,209.34597475114077,128.07360959024416,279.90977970317005,105.15619982731525,221.59328046737343,298.12090797618947,43.65558607330896,95.12710835220578,175.36642537994194,206.76203196557353,128.18975626388374,133.67279697899588,139.0661435513385,132.44939688074427,119.43313362658452,68.26798446956089,71.31702849299324,971.2811079755121,193.8481195158328,659.6480468596731,259.9207076384942,250.5613392984467,128.66379546933612,713.1998155962448,218.22266695934883,212.25164942151153,673.0157753196736,133.70023908508102,116.67514119403239,315.695966833194,40.07707104285558,26.742469897576225,301.20832085998836,454.81849906923907,51.96472624216123,151.68648775336638,193.649631594945,446.7505688132072,398.8672785541175,634.9707161765925,147.13467138766012,148.32718203505692,157.01539061698264,17.894791184839878,339.9059486608116,272.5909288029973,83.40357552585047,175.13110089780437,145.69162257539293,101.27638167326353,232.76117277500646,211.73568947369466,225.58161809401852,102.13253478468762,164.36274720099456,113.74356247794871
